title,author,price,pages,avg_reviews,n_reviews,dimensions,weight,language
Programming for Data Science: 4 Books in 1. The Complete Beginners Guide you Canâ€™t Miss to Master the Era of the Data Economy using Python Java SQL Coding,[ERICK THOMPSON],33.99,610,4,25,6 x 1.38 x 9 inches,1.78 pounds,English
Hands-On Unsupervised Learning Using Python: How to Build Applied Machine Learning Solutions from Unlabeled Data,[Ankur A. Patel],35.5,362,4.1,81,7 x 0.75 x 9.19 inches,1.47 pounds,English
Reliable Machine Learning: Applying SRE Principles to ML in Production,"[Cathy Chen,Niall Murphy et al.]",61.99,350,,0,,1.11 pounds,English
Building Machine Learning Powered Applications: Going from Idea to Product,[Emmanuel Ameisen],36.74,260,4.4,116,7 x 0.55 x 9.19 inches,14.7 ounces,English
Machine Learning,[Peter Flach],53.99,416,4.2,77,7.44 x 0.98 x 9.69 inches,1.94 pounds,English
Exploring GPT-3: An unofficial first look at the general-purpose language processing API from OpenAI,"[Steve Tingiris,Bret Kinsella]",49.99,296,4.4,19,7.5 x 0.67 x 9.25 inches,1.13 pounds,English
Math for Programmers: 3D graphics machine learning and simulations with Python,[Paul Orland],40.84,688,4.5,55,7.38 x 1 x 9.25 inches,2.73 pounds,English
Hands-On Julia Programming: An Authoritative Guide to the Production-Ready Systems in Julia (English Edition),[Sambit Kumar Dash],29.95,388,3.3,5,7.5 x 0.88 x 9.25 inches,1.32 pounds,English
Data Mining: Practical Machine Learning Tools and Techniques (Morgan Kaufmann Series in Data Management Systems),,51.57,654,4.2,109,7.4 x 1.1 x 9.2 inches,2.76 pounds,English
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,[Abdullah Karasan],49.99,334,3.8,8,7 x 0.5 x 9.25 inches,1.17 pounds,English
System Design Interview â€“ An insiders guide,[Alex Xu],37.99,320,4.6,1957,6 x 0.73 x 9 inches,15.2 ounces,English
Linear Algebra and Optimization for Machine Learning: A Textbook,[Charu C. Aggarwal],47.27,516,4.6,85,7 x 1.13 x 10 inches,2.61 pounds,English
Data Algorithms with Spark: Recipes and Design Patterns for Scaling Up using PySpark,[Mahmoud Parsian],45.56,435,5,6,9.1 x 1.1 x 7 inches,1.53 pounds,English
Graph Machine Learning: Take graph data to the next level applying machine learning techniques and algorithms,"[Claudio Stamile,Aldo Marzullo et al.]",46.99,338,4,54,7.5 x 0.77 x 9.25 inches,1.28 pounds,English
Machine Learning Pocket Reference: Working with Structured Data in Python,[Matt Harrison],20.99,320,4.6,144,4.25 x 0.67 x 7 inches,8.3 ounces,English
Distributed Machine Learning with Python: Accelerating model training and serving with distributed systems,[Guanhua Wang],46.99,284,4,11,7.5 x 0.64 x 9.25 inches,1.08 pounds,English
Machine Learning Engineering with Python: Manage the production life cycle of machine learning models using MLOps with practical examples,[Andrew P. McMahon],39.99,276,4.5,18,7.5 x 0.63 x 9.25 inches,1.06 pounds,English
Practical Robotics in C++: Build and Program Real Autonomous Robots Using Raspberry Pi (English Edition),[Lloyd Brombach],29.95,506,4.5,52,7.5 x 1.14 x 9.25 inches,1.9 pounds,English
Python Programming: 3 Books in 1: The Complete Beginnerâ€™s Guide to Learning the Most Popular Programming Language,[Dylan Penny],23.99,330,4.1,45,8 x 0.75 x 10 inches,1.46 pounds,English
Serverless Architectures on AWS Second Edition,"[Peter Sbarski,Yan Cui et al.]",34.99,256,4.3,14,7.38 x 0.6 x 9.25 inches,15.5 ounces,English
Automated Machine Learning with Microsoft Azure: Build highly accurate and scalable end-to-end AI solutions with Azure AutoML,[Dennis Michael Sawyers],46.99,340,4.6,26,7.5 x 0.77 x 9.25 inches,1.29 pounds,English
Machine Learning for Computer Scientists and Data Analysts: From an Applied Perspective,"[Setareh Rafatirad,Houman Homayoun et al.]",121,473,,0,6.3 x 1.1 x 9.37 inches,1.95 pounds,English
Interpretable AI: Building explainable machine learning systems,[Ajay Thampi],59.99,328,4.5,2,7.38 x 0.8 x 9.25 inches,1.1 pounds,English
Machine Learning with Dynamics 365 and Power Platform: The Ultimate Guide to Apply Predictive Analytics,"[Aurelien Clere,Vinnie Bansal et al.]",37.51,240,3.3,5,6.3 x 1.1 x 9.1 inches,14.4 ounces,English
Machine Learning with TensorFlow Second Edition,[Mattmann A. Chris],46.61,456,4.2,15,7.38 x 0.9 x 9.25 inches,1.81 pounds,English
Machine Learning: Architecture in the age of Artificial Intelligence,[Phil Bernstein],46.95,200,4.7,4,6.54 x 0.71 x 9.37 inches,1.19 pounds,English
Machine Learning: An Applied Mathematics Introduction,[Paul Wilmott],19.99,242,4.5,188,6.14 x 0.55 x 9.21 inches,12.2 ounces,English
Practical MLOps: Operationalizing Machine Learning Models,"[Noah Gift,Alfredo Deza]",45.18,458,3.9,30,6.75 x 1 x 8.75 inches,1.6 pounds,English
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),,72.02,622,4.6,143,8 x 1.2 x 9.4 inches,2.63 pounds,English
Python Machine Learning Example: Build intelligent systems using Python TensorFlow 2 PyTorch and scikit-learn 3rd Edition,[Yuxi (Hayden) Liu],34.99,526,4.5,65,7.5 x 1.19 x 9.25 inches,1.97 pounds,English
The Elements of Statistical Learning: Data Mining Inference and Prediction Second Edition (Springer Series in Statistics),,61.93,767,4.6,1016,9.3 x 6 x 1.4 inches,2.6 pounds,English
PYTHON CRASH COURSE: A PRACTICAL BEGINNERS GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING WITH HANDS-ON PROJECT,[ERICK THOMPSON],14.99,145,3.8,12,6 x 0.33 x 9 inches,7.2 ounces,English
Artificial Intelligence: A Textbook,[Charu C. Aggarwal],53.54,503,4.1,5,7 x 1.06 x 10 inches,3.31 pounds,English
Advanced Statistics for Health Research,"[Richard J. Butler,Matthew J. Butler et al.]",108,300,,0,,1.74 pounds,English
Patterns Predictions and Actions: Foundations of Machine Learning,"[Moritz Hardt,Benjamin Recht]",49.99,320,,0,6.9 x 1 x 10.1 inches,1.59 pounds,English
Python Feature Engineering Cookbook: Over 70 recipes for creating engineering and transforming features to build machine learning models,[Soledad Galli],39.99,372,4,30,7.5 x 0.84 x 9.25 inches,1.41 pounds,English
Machine Learning: Master Supervised and Unsupervised Learning Algorithms with Real Examples (English Edition),"[Dr Ruchi Doshi,Dr Kamal Kant Hiran et al.]",19.95,294,3.8,4,7.5 x 0.67 x 9.25 inches,1.03 pounds,English
Text as Data: A New Framework for Machine Learning and the Social Sciences,"[Justin Grimmer,Margaret E. Roberts et al.]",35.99,360,4.8,15,7 x 1 x 10 inches,1.55 pounds,English
Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach (Adaptive Computation and Machine Learning series),"[Masashi Sugiyama,Han Bao et al.]",65,320,,0,7.12 x 0.74 x 9.25 inches,1.65 pounds,English
Introduction to Machine Learning fourth edition (Adaptive Computation and Machine Learning series),,57.99,712,4.7,62,8.31 x 1.46 x 9.38 inches,3.2 pounds,English
Quantum Computing for Programmers,[Robert Hundt],45.3,350,4.3,3,6.69 x 0.88 x 9.61 inches,1.76 pounds,English
Computer Programming for Beginners: Fundamentals of Programming Terms and Concepts,[Nathan Clark],18.99,201,4.4,370,6 x 0.46 x 9 inches,9.8 ounces,English
Practical Simulations for Machine Learning: Using Synthetic Data for AI,"[Paris Buttfield-Addison,Mars Buttfield-Addison et al.]",46.49,331,5,1,7 x 0.75 x 9.25 inches,1.18 pounds,English
Machine Learning: A First Course for Engineers and Scientists,"[Andreas Lindholm,Niklas WahlstrÃ¶m et al.]",69.99,350,5,1,7.5 x 0.75 x 10.5 inches,1.94 pounds,English
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,[Al Sweigart],30.22,384,4.7,236,7 x 0.94 x 9.25 inches,1.6 pounds,English
Fluent Python: Clear Concise and Effective Programming,[Luciano Ramalho],50.99,1012,4.7,118,7 x 2 x 9.25 inches,3.48 pounds,English
Python Distilled (Developers Library),[David Beazley],46.82,352,4.6,91,6.9 x 0.8 x 9 inches,1.28 pounds,English
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer,[Aristides S Bouras],48.98,688,4.5,91,8 x 1.55 x 10 inches,2.96 pounds,English
Python Basics: A Practical Introduction to Python 3,"[David Amos,Dan Bader et al.]",37.99,635,4.7,476,6 x 1.44 x 9 inches,1.85 pounds,English
Mathematical Logic through Python,[Gonczarowski Yannai A.],29.99,284,5,1,7 x 0.64 x 10 inches,1.34 pounds,English
Python Programming: An Introduction to Computer Science 3rd Ed.,[John Zelle],42.75,552,4.6,376,7.5 x 1 x 9.2 inches,2.05 pounds,English
Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries 4th Edition,"[Steven F. Lott,Dusty Phillips]",38.24,714,4.3,62,7.5 x 1.61 x 9.25 inches,2.66 pounds,English
Think Python: How to Think Like a Computer Scientist,,28.99,289,4.6,486,7.01 x 0.61 x 9.17 inches,1.14 pounds,English
Learn Python Programming: An in-depth introduction to the fundamentals of Python 3rd Edition,"[Fabrizio Romano,Heinrich Kruger]",37.11,552,4.2,34,7.5 x 1.25 x 9.25 inches,2.07 pounds,English
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,[Sofien Kaabar],64.32,300,,0,,1.11 pounds,English
Robust Python: Write Clean and Maintainable Code,[Patrick Viafore],32.99,380,4.5,53,7 x 1 x 9 inches,1.33 pounds,English
Django 4 Example: Build powerful and reliable Python web applications from scratch 4th Edition,"[Antonio Mele,Bob Belderbos]",47.18,764,5,6,7.5 x 1.73 x 9.25 inches,2.84 pounds,English
Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications 2nd Edition,[Alan D. Moore],39.99,664,4.4,47,7.5 x 1.5 x 9.25 inches,2.47 pounds,English
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaws Hard Way Series),,31.99,320,4.4,904,7 x 0.73 x 9.13 inches,1.15 pounds,English
Python in a Nutshell: A Desktop Quick Reference,"[Alex Martelli,Anna Ravenscroft et al.]",79.99,600,,0,,1.11 pounds,English
Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"[Ted Hart-Davis,Guy Hart-Davis]",30,304,,0,7.3 x 0.9 x 9.2 inches,1.35 pounds,English
Advanced Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],40.99,290,4.4,41,8 x 0.75 x 9.75 inches,1.75 pounds,English
Infrastructure as Code Patterns and Practices: With examples in Python and Terraform,[Rosemary Wang],56.99,400,4.8,5,7.38 x 1.1 x 9.25 inches,1.37 pounds,English
Effective Python: 90 Specific Ways to Write Better Python (Effective Software Development Series),,40.86,480,4.7,344,7 x 0.9 x 9 inches,1.94 pounds,English
Architecture Patterns with Python: Enabling Test-Driven Development Domain-Driven Design and Event-Driven Microservices,"[Harry Percival,Bob Gregory]",44.37,304,4.6,359,7 x 0.64 x 9.19 inches,1.07 pounds,English
Computational Cell Physiology: With Examples In Python,[Stephen M Baylor],39,518,5,8,8 x 1.17 x 10 inches,2.24 pounds,English
The Book of Dash: Build Dashboards with Python and Plotly,"[Adam Schroeder,Christian Mayer et al.]",34.99,224,,0,6.89 x 0.57 x 9.06 inches,13 ounces,English
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,37.41,640,4.4,110,7.1 x 1.2 x 9.1 inches,2.1 pounds,English
Mastering Python: Write powerful and efficient code using the full range of Pythons capabilities 2nd Edition,[Rick van Hattem],42.74,710,4.7,33,7.5 x 1.6 x 9.25 inches,2.64 pounds,English
Murachs Python Programming,"[Michael Urban,Joel Murach et al.]",34.3,590,4.5,211,8 x 1.5 x 9.9 inches,2.45 pounds,English
El lenguaje de programaciÃ³n Python de principio a fin (Spanish Edition),[Angel Pablo Hinojosa GutiÃ©rrez],18.83,734,5,1,6.89 x 1.66 x 9.37 inches,3.15 pounds,Spanish
Building Versatile Mobile Apps with Python and REST: RESTful Web Services with Django and React,[Art Yudin],39.99,364,4,10,6.1 x 0.82 x 9.25 inches,1.23 pounds,English
Kalman Filter Made Easy: A Beginners Guide to the Kalman Filter and Extended Kalman Filter with Real Life Examples Supported Python Source Code,[William Franklin],29.99,91,3.5,3,8.5 x 0.22 x 11 inches,10.6 ounces,English
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"[Holden Karau,Boris Lublinsky]",56.26,250,,0,,1.11 pounds,English
Data Visualization with Python and JavaScript: Scrape Clean Explore and Transform Your Data,[Kyran Dale],56.26,550,,0,,1.11 pounds,English
The Well-Grounded Python Developer,[Doug Farrell],49.99,375,,0,7.38 x 0.94 x 9.25 inches,15.8 ounces,English
Algorithmic Short Selling with Python: Refine your algorithmic trading edge consistently generate investment ideas and build a robust long/short product,"[Laurent Bernut,Michael Covel]",49.39,376,4.9,34,7.5 x 0.85 x 9.25 inches,1.42 pounds,English
Publishing Python Packages: Test share and automate your projects,[Dane Hillard],49.99,245,,0,7.38 x 0.69 x 9.25 inches,11.6 ounces,English
Create GUI Applications with Python & Qt6 (PyQt6 Edition): The hands-on guide to making apps with Python,,39,,4,2,7 x 1.8 x 10 inches,3.68 pounds,English
Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7 2nd Edition,[Steven F. Lott],33.48,770,4.6,48,7.5 x 1.74 x 9.25 inches,2.86 pounds,English
Mastering Python for Networking and Security: Leverage the scripts and libraries of Python version 3.7 and beyond to overcome networking and security issues 2nd Edition,[JosÃ© Manuel Ortega],39.99,538,4.9,37,7.5 x 1.22 x 9.25 inches,1.98 pounds,English
Quantum Chemistry and Computing for the Curious: Illustrated with Python and QiskitÂ® code,"[Keeper L. Sharkey,Alain Chance et al.]",47.99,354,4.8,14,7.5 x 0.84 x 9.25 inches,1.34 pounds,English
Metaprogramming with Python: A programmers guide to writing reusable code to build smarter applications,[Sulekha AloorRavi],44.99,402,,0,7.5 x 0.91 x 9.25 inches,1.52 pounds,English
Building Python Web APIs with FastAPI: A fast-paced guide to building high-performance robust web APIs with very little boilerplate code,[Abdulazeez Abdulazeez Adeshina],39.99,216,4.4,8,7.5 x 0.49 x 9.25 inches,13.4 ounces,English
Dead Simple Python: Idiomatic Python for the Impatient Programmer,[Jason C McDonald],59.99,752,,0,0.04 x 0.04 x 0.04 inches,13 ounces,English
Python for Cybersecurity: Using Python for Cyber Offense and Defense,[Howard E. Poston III],18.74,240,4.6,9,7.38 x 0.55 x 9.25 inches,14.4 ounces,English
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,[Al Sweigart],19.37,416,4.7,354,7.06 x 0.94 x 9.25 inches,1.76 pounds,English
Web Scraping with Python: Collecting More Data from the Modern Web,[Ryan Mitchell],33.49,,4.6,178,7 x 0.65 x 9.19 inches,1.17 pounds,English
Data Structures and Algorithms in Python,"[Roberto Tamassia,Michael H. Goldwasser et al.]",99.88,768,4.3,225,7.7 x 1.4 x 9.4 inches,3.14 pounds,English
Python Workout: 50 ten-minute exercises,[Reuven M. Lerner],56.99,248,4.9,39,7.38 x 0.6 x 9.25 inches,1.06 pounds,English
Real-World Python: A Hackers Guide to Solving Problems with Code,[Lee Vaughan],24.49,360,4.7,88,7 x 0.93 x 9.25 inches,1.5 pounds,English
Full-Color Illustration Data Structrues & Algorithms Python: Easy and Interesting to Learn Through Full-Color Diagrams (Python Foundation & Design Patterns & Data Structures & Algorithms),[yang hu],49.99,264,,0,8 x 0.62 x 10 inches,1.46 pounds,English
Python Programming and Visualization for Scientists,"[Alex Decaria,Grant W Petty et al.]",44.43,372,5,7,8.25 x 0.77 x 11 inches,1.84 pounds,English
Easy Learning Python 3: Python for Beginners Guide (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],18.53,180,3.9,25,8 x 0.43 x 10 inches,1.13 pounds,English
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaws Hard Way Series),,37.99,240,4.6,102,6.9 x 0.6 x 9 inches,13.8 ounces,English
Scientific Computing with Python: High-performance scientific computing with NumPy SciPy and pandas 2nd Edition,"[Claus FÃ¼hrer,Jan Erik Solem et al.]",39.99,392,4.6,23,7.5 x 0.89 x 9.25 inches,1.48 pounds,English
Mastering Python for Bioinformatics: How to Write Flexible Documented Tested Python Code for Research Computing,[Ken Youens-Clark],61.18,456,5,8,7 x 1 x 9 inches,1.59 pounds,English
Head First Python: A Brain-Friendly Guide,[Paul Barry],50.62,622,4.6,855,8 x 1.3 x 9.2 inches,2.7 pounds,English
Learning Python with Raspberry Pi,"[Alex Bradbury,Ben Everard]",17.39,288,4.2,160,7.5 x 0.7 x 9.2 inches,1.8 pounds,English
Data Visualization in Python,[Daniel Nelson],37.99,345,3.3,12,8.5 x 0.81 x 11 inches,2.05 pounds,English
Intuitive Python: Productive Development for Projects that Last,[David Muller],17.59,142,5,3,7.5 x 0.3 x 9.25 inches,9 ounces,English
Python for Microcontrollers: Getting Started with MicroPython,[Donald Norris],16.63,288,4.2,79,7.1 x 0.62 x 9 inches,13.8 ounces,English
Python Testing with pytest: Simple Rapid Effective and Scalable,[Brian Okken],37.06,274,4.5,37,7.5 x 0.58 x 9.25 inches,1.05 pounds,English
Python Cookbook Third Edition,,50.68,704,4.6,561,7 x 1.41 x 9.19 inches,2.5 pounds,English
Python in easy steps,,10.66,192,4.6,370,7.25 x 0.5 x 9 inches,15.2 ounces,English
Python Programming: The Ultimate Beginners Guide to Learn Python Programming Step--Step (Computer Programming),,25.99,148,4.5,37,5 x 0.34 x 8 inches,5.9 ounces,English
Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns 2nd Edition,[Quan Nguyen],49.99,606,4.3,12,7.5 x 1.37 x 9.25 inches,2.26 pounds,English
High Performance Python: Practical Performant Programming for Humans,"[Micha Gorelick,Ian Ozsvald]",28.49,468,4.7,139,6.9 x 1.4 x 9.1 inches,2.21 pounds,English
Doing Math with Python: Use Programming to Explore Algebra Statistics Calculus and More!,[Amit Saha],28.02,264,4.5,157,7.06 x 0.65 x 9.25 inches,1.14 pounds,English
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,[Robert Loredo],41.99,510,4.5,91,7.5 x 1.15 x 9.25 inches,1.91 pounds,English
Interpretable Machine Learning with Python: Build explainable fair and robust high-performance models with hands-on real-world examples 2nd Edition,[Serg MasÃ­s],49.99,698,,0,,1.11 pounds,English
Programming with MicroPython: Embedded Programming with Microcontrollers and Python,[Nicholas H. Tollervey],39.49,214,4.1,70,7 x 0.4 x 9.2 inches,1.47 pounds,English
Using Python for Principles of Econometrics,[Constantin Colonescu],29.4,381,5,2,7.44 x 0.86 x 9.69 inches,1.87 pounds,English
Network Programming in Python: The Basic: A Detailed Guide to Python 3 Network Programming and Management (English Edition),[John Galbraith],24.95,521,,0,7.5 x 1.18 x 9.25 inches,1.96 pounds,English
Classic Computer Science Problems in Python,[David Kopec],29.99,224,4.4,131,7.38 x 0.5 x 9.25 inches,15.5 ounces,English
Hyperparameter Tuning with Python: Boost your machine learning models performance via hyperparameter tuning,[Louis Owen],44.99,306,5,2,7.5 x 0.69 x 9.25 inches,1.16 pounds,English
Ethical Hacking: A Hands-on Introduction to Breaking In,[Daniel G. Graham],32.99,376,4.8,85,6.9 x 0.9 x 9.1 inches,1.55 pounds,English
Python Flash Cards: Syntax Concepts and Examples,[Eric Matthes],24.48,101,4.7,387,5.44 x 1.96 x 7.25 inches,2.07 pounds,English
The Pythonic Way: An Architectâ€™s Guide to Conventions and Best Practices for the Design Development Testing and Management of Enterprise Python Code (English Edition),[Sonal Raj],29.95,512,5,1,7.5 x 1.16 x 9.25 inches,1.94 pounds,English
Flask Web Development: Developing Web Applications with Python,[Miguel Grinberg],36.49,312,4.5,229,7 x 0.66 x 9.19 inches,1.01 pounds,English
Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],50.99,412,4.5,131,8 x 1 x 9.75 inches,2.85 pounds,English
Artificial Intelligence in Finance: A Python-Based Guide,[Yves Hilpisch],45.5,478,4.3,41,7 x 0.96 x 9.19 inches,1.66 pounds,English
Algorithms Python (2 Edition): Easy to learn algorithms through full-color diagrams. (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],49.99,272,,0,8 x 0.64 x 10 inches,1.5 pounds,English
Algorithmic Trading with Python: Quantitative Methods and Strategy Development,[Chris Conlan],28.49,126,4.2,56,8.5 x 0.29 x 11 inches,11 ounces,English
Quantitative Finance with Python: A Practical Guide to Investment Management Trading and Financial Engineering (Chapman and Hall/CRC Financial Mathematics Series),[Chris Kelliher],96,659,,0,7.5 x 1.5 x 10.5 inches,3.2 pounds,English
Violent Python: A Cookbook for Hackers Forensic Analysts Penetration Testers and Security Engineers,"[""TJ OConnor""]",46.56,288,4.5,375,7.52 x 0.61 x 9.25 inches,1.03 pounds,English
Programming ArcGIS Pro with Python (2nd Edition),[Eric Pimpler],44,266,5,1,7.5 x 0.6 x 9.25 inches,1.1 pounds,English
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),,98.36,468,5,3,7.1 x 1.2 x 9.9 inches,2.38 pounds,English
Interactive Data Visualization with Python: Present your data as an effective and compelling story 2nd Edition,"[Abha Belorkar,Sharath Chandra Guntuku et al.]",44.99,362,4.3,19,7.5 x 0.85 x 9.25 inches,1.37 pounds,English
PYTHON PROGRAMMING: 3 BOOKS IN 1: The Complete guide to Learn Everything you Need to Know about Python,[Clive Campbell],29.99,602,4.4,160,6 x 1.36 x 9 inches,1.97 pounds,English
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,[Mark Myers],19.95,236,4.6,1059,7 x 0.5 x 10 inches,14.7 ounces,English
Fundamentals of Python: First Programs,[Kenneth A. Lambert],69.07,476,4.4,112,7.5 x 0.75 x 9.25 inches,1.6 pounds,English
IoT and Edge Computing for Architects: Implementing edge and IoT systems from sensors to clouds with communication systems analytics and security 2nd Edition,[Perry Lea],44.99,632,4.5,64,7.5 x 1.43 x 9.25 inches,2.36 pounds,English
Digital Forensics and Incident Response: Incident response techniques and procedures to respond to modern cyber threats 2nd Edition,[Gerard Johansen],39.99,448,4.6,84,7.5 x 1.01 x 9.25 inches,1.68 pounds,English
Learn JavaScript Quickly: A Complete Beginnerâ€™s Guide to Learning JavaScript Even If Youâ€™re New to Programming (Crash Course With Hands-On Project),[Code Quickly],16.89,174,4.5,462,8.5 x 0.4 x 11 inches,14.6 ounces,English
Genetic Algorithms with Python,[Clinton Sheppard],19.97,423,4.4,41,7.44 x 0.96 x 9.69 inches,1.66 pounds,English
Python 3 Standard Library Example The (Developers Library),,51.29,1456,4.5,117,7.1 x 2.15 x 9.1 inches,3.95 pounds,English
Python in 24 Hours Sams Teach Yourself,,30.46,320,4.2,112,7 x 0.8 x 9 inches,1.17 pounds,English
Introduction to Computation and Programming Using Python third edition: With Application to Computational Modeling and Understanding Data,[John V. Guttag],52.25,496,4.6,109,7 x 1.32 x 9.06 inches,2.2 pounds,English
Python: All That Jumping,[John Yoon Ph.D.],37.95,183,,0,7.5 x 0.43 x 9.25 inches,14.7 ounces,English
Learn Python Quickly: A Complete Beginnerâ€™s Guide to Learning Python Even If Youâ€™re New to Programming (Crash Course With Hands-On Project),,17.27,175,4.4,382,7 x 0.4 x 10 inches,10.9 ounces,English
Mastering GUI Programming with Python: Develop impressive cross-platform GUI applications with PyQt,[Alan D. Moore],39.99,542,4.3,110,7.5 x 1.23 x 9.25 inches,2.03 pounds,English
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"[Bradley N. Miller,David L. Ranum]",42.75,438,4.6,137,7.5 x 0.9 x 9.2 inches,1.7 pounds,English
Clean Code in Python: Develop maintainable and efficient code 2nd Edition,[Mariano Anaya],44.64,422,4.6,89,7.5 x 0.96 x 9.25 inches,1.59 pounds,English
Continuous Delivery with Docker and Jenkins: Create secure applications building complete CI/CD pipelines 2nd Edition,[Rafal Leszko],46.99,350,4.4,77,7.5 x 0.79 x 9.25 inches,1.33 pounds,English
Python for SAS Users: A SAS-Oriented Introduction to Python,"[Randy Betancourt,Sarah Chen]",37.99,451,4.4,41,7.01 x 1.02 x 10 inches,1.88 pounds,English
Fundamentals of Python: Data Structures (MindTap Course List),[Kenneth Lambert],71.99,448,4.2,10,7.5 x 0.75 x 9 inches,1.55 pounds,English
Microsoft Power BI Cookbook: Gain expertise in Power BI with over 90 hands-on recipes tips and use cases 2nd Edition,"[Greg Deckler,Brett Powell]",49.39,654,4.7,43,7.5 x 1.48 x 9.25 inches,2.44 pounds,English
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner,[Bradford Tuckfield],24.99,248,4.5,79,7 x 0.63 x 9.25 inches,15.5 ounces,English
Learn to Code Solving Problems: A Python Programming Primer,[Daniel Zingaro],23.06,336,4.7,42,7 x 0.78 x 9.05 inches,1.4 pounds,English
Hands-On Data Preprocessing in Python: Learn how to effectively prepare data for successful data analytics,[Roy Jafari],49.99,602,5,17,7.5 x 1.36 x 9.25 inches,2.25 pounds,English
Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4 MQTT RESTful APIs WebSockets and Python 3,[Gary Smart],39.99,516,4.4,45,7.5 x 1.17 x 9.25 inches,1.93 pounds,English
Hands-On Explainable AI (XAI) with Python: Interpret visualize explain and integrate reliable AI for fair secure and trustworthy AI apps,[Denis Rothman],49.99,454,3.8,22,7.5 x 1.03 x 9.25 inches,1.71 pounds,English
Python for Data Analysis: A Beginners Guide to Master the Fundamentals of Data Science and Data Analysis Using Pandas Numpy and Ipython (Programming Languages for Beginners),,17.97,173,4.3,30,6 x 0.39 x 9 inches,9.1 ounces,English
Python Interview Questions: Brush up for your next Python interview with 240+ solutions on most common challenging interview questions (English Edition),[Swati Saxena],29.95,144,3.1,18,6 x 0.33 x 9 inches,7 ounces,English
Python: 2 Manuscripts in 1 book: -Python For Beginners -Python 3 Guide,[Timothy C. Needham],24.95,256,4.1,243,6 x 0.58 x 9 inches,12.3 ounces,English
Practical Discrete Mathematics: Discover math principles that fuel algorithms for computer science and machine learning with Python,,56.69,330,4.3,34,7.5 x 0.75 x 9.25 inches,1.25 pounds,English
Python Automation Cookbook: 75 Python automation ideas for web scraping data wrangling and processing Excel reports emails and more 2nd Edition,[Jaime Buelta],39.99,526,4.4,78,7.5 x 1.19 x 9.25 inches,1.97 pounds,English
DATA STRUCTURE AND ALGORITHMS: BUILD IN PYTHON,"[Dr. RACHANA KAMBLE,AYUSHI GODIYA et al.]",8.66,362,,0,6 x 0.82 x 9 inches,1.36 pounds,English
Python One-Liners: Write Concise Eloquent Python Like a Professional,[Christian Mayer],35.81,216,4.8,117,7.06 x 0.53 x 9.25 inches,14.4 ounces,English
Expert Python Programming: Master Python learning the best coding practices and advanced programming concepts 4th Edition,"[Michal Jaworski,Tarek Ziade]",39.94,630,4.5,57,7.5 x 1.42 x 9.25 inches,2.35 pounds,English
Simulation with Python: Develop Simulation and Modeling in Natural Sciences Engineering and Social Sciences,"[Rongpeng Li,Aiichiro Nakano]",39.99,181,,0,7 x 0.39 x 10 inches,11.7 ounces,English
Web Development with Django: Learn to build modern web applications with a Python-based framework,"[Ben Shaw,Saurabh Badhwar et al.]",41.99,826,4.5,65,7.5 x 1.87 x 9.25 inches,3.07 pounds,English
Python for Algorithmic Trading: From Idea to Cloud Deployment,[Yves Hilpisch],44.49,380,4.3,94,7 x 0.9 x 9.1 inches,1.35 pounds,English
Clean Code: A Handbook of Agile Software Craftsmanship,,47.49,464,4.7,4528,7 x 1.1 x 9.2 inches,1.46 pounds,English
Serious Python: Black-Belt Advice on Deployment Scalability Testing and More,[Julien Danjou],29.24,240,4.7,329,7.06 x 0.57 x 9.25 inches,1.15 pounds,English
